İl;İlçe;Okul Adı
BİTLİS;ADİLCEVAZ;Adilcevaz Anadolu Lisesi
BİTLİS;ADİLCEVAZ;Adilcevaz Anaokulu
BİTLİS;ADİLCEVAZ;Adilcevaz Halk Eğitimi Merkezi
BİTLİS;ADİLCEVAZ;Adilcevaz İlkokulu
BİTLİS;ADİLCEVAZ;Adilcevaz Ortaokulu
BİTLİS;ADİLCEVAZ;Adilcevaz Öğretmenevi ve Akşam Sanat Okulu
BİTLİS;ADİLCEVAZ;Adilcevaz Özel Eğitim Anaokulu
BİTLİS;ADİLCEVAZ;Adilcevaz Süphan Mesleki ve Teknik Anadolu Lisesi
BİTLİS;ADİLCEVAZ;Adilcevaz Tuğrul Bey Anadolu Lisesi
BİTLİS;ADİLCEVAZ;Akçıra Köyü Gölbaşı Mezrası İlkokulu
BİTLİS;ADİLCEVAZ;Akçıra Köyü Gölbaşı Mezrası Ortaokulu
BİTLİS;ADİLCEVAZ;Akçıra Köyü İlkokulu
BİTLİS;ADİLCEVAZ;Akçıra Köyü Ortaokulu
BİTLİS;ADİLCEVAZ;Akyazı Köyü İlkokulu
BİTLİS;ADİLCEVAZ;Aşağı Süphan İlkokulu
BİTLİS;ADİLCEVAZ;Aşağı Süphan Ortaokulu
BİTLİS;ADİLCEVAZ;Atatürk İlkokulu
BİTLİS;ADİLCEVAZ;Atatürk Ortaokulu
BİTLİS;ADİLCEVAZ;Aydınlar Budaklı Mahallesi İlkokulu
BİTLİS;ADİLCEVAZ;Aydınlar İlkokulu
BİTLİS;ADİLCEVAZ;Aydınlar İmam Hatip Ortaokulu
BİTLİS;ADİLCEVAZ;Aydınlar Kışkılı Mahallesi İlkokulu
BİTLİS;ADİLCEVAZ;Aydınlar Ortaokulu
BİTLİS;ADİLCEVAZ;Bahçedere Köyü İlkokulu
BİTLİS;ADİLCEVAZ;Bahçedere Köyü İmam Hatip Ortaokulu
BİTLİS;ADİLCEVAZ;Bahçedere Köyü Ortaokulu
BİTLİS;ADİLCEVAZ;Cumhuriyet İmam Hatip Ortaokulu
BİTLİS;ADİLCEVAZ;Cumhuriyet Ortaokulu
BİTLİS;ADİLCEVAZ;Çanakyayla Köyü İlkokulu
BİTLİS;ADİLCEVAZ;Çanakyayla Köyü Ortaokulu
BİTLİS;ADİLCEVAZ;Erikbağı Köyü İlkokulu
BİTLİS;ADİLCEVAZ;Esenkıyı Köyü İlkokulu
BİTLİS;ADİLCEVAZ;Göldüzü Köyü İlkokulu
BİTLİS;ADİLCEVAZ;Göldüzü Köyü Ortaokulu
BİTLİS;ADİLCEVAZ;Gümüşdöven Köyü İlkokulu
BİTLİS;ADİLCEVAZ;Gümüşdöven Köyü Ortaokulu
BİTLİS;ADİLCEVAZ;Harmantepe Köyü Nedim Korkut İlkokulu
BİTLİS;ADİLCEVAZ;Harmantepe Köyü Nedim Korkut Ortaokulu
BİTLİS;ADİLCEVAZ;Hasan Atlı İlkokulu
BİTLİS;ADİLCEVAZ;Hasan Atlı Ortaokulu
BİTLİS;ADİLCEVAZ;Hıdırşah İlkokulu
BİTLİS;ADİLCEVAZ;Hıdırşah Ortaokulu
BİTLİS;ADİLCEVAZ;İbrahim Karaoğlanoğlu İlkokulu
BİTLİS;ADİLCEVAZ;İbrahim Karaoğlanoğlu İmam Hatip Ortaokulu
BİTLİS;ADİLCEVAZ;İbrahim Karaoğlanoğlu Ortaokulu
BİTLİS;ADİLCEVAZ;İlk Umut Anaokulu
BİTLİS;ADİLCEVAZ;İnönü İlkokulu
BİTLİS;ADİLCEVAZ;İpekçayır Köyü İlkokulu
BİTLİS;ADİLCEVAZ;Karşıyaka Köyü İlkokulu
BİTLİS;ADİLCEVAZ;Karşıyaka Köyü Ortaokulu
BİTLİS;ADİLCEVAZ;Kavuştuk Köyü İlkokulu
BİTLİS;ADİLCEVAZ;Kavuştuk Köyü Ortaokulu
BİTLİS;ADİLCEVAZ;Kömürlü Köyü İlkokulu
BİTLİS;ADİLCEVAZ;Kömürlü Köyü Ortaokulu
BİTLİS;ADİLCEVAZ;Mehmet Kamile Karahan İlkokulu
BİTLİS;ADİLCEVAZ;Mehmet Kamile Karahan Ortaokulu
BİTLİS;ADİLCEVAZ;Mollafadıl Köyü İlkokulu
BİTLİS;ADİLCEVAZ;Örentaş Köyü İlkokulu
BİTLİS;ADİLCEVAZ;Rabia Hatun Kız Anadolu İmam Hatip Lisesi
BİTLİS;ADİLCEVAZ;Selçuklu İlkokulu
BİTLİS;ADİLCEVAZ;Selçuklu Ortaokulu
BİTLİS;ADİLCEVAZ;Şehit Alattin Bozarslan İlkokulu
BİTLİS;ADİLCEVAZ;Şehit Kemal Dursun Anadolu İmam Hatip Lisesi
BİTLİS;ADİLCEVAZ;Şehit Mahsun Yeşildemir İlkokulu
BİTLİS;ADİLCEVAZ;Şehit Mahsun Yeşildemir Ortaokulu
BİTLİS;ADİLCEVAZ;Şehit Mehmet Ali Erçetin Anaokulu
BİTLİS;ADİLCEVAZ;Şehit Mehmet Ali Erçetin İlkokulu
BİTLİS;ADİLCEVAZ;Şehit Mehmet Ali Erçetin Ortaokulu
BİTLİS;ADİLCEVAZ;Şehit Muhammed BOZARSLAN Ortaokulu
BİTLİS;ADİLCEVAZ;Şehit Polis Mahmut İkibeş Özel Eğitim Uygulama Okulu I. Kademe
BİTLİS;ADİLCEVAZ;Şehit Polis Mahmut İkibeş Özel Eğitim Uygulama Okulu II. Kademe
BİTLİS;ADİLCEVAZ;TOKİ Şehit Yusuf Sayan İlkokulu
BİTLİS;ADİLCEVAZ;TOKİ Şehit Yusuf Sayan Ortaokulu
BİTLİS;ADİLCEVAZ;Yarımada Köyü İlkokulu
BİTLİS;ADİLCEVAZ;Yukarı Süphan İlkokulu
BİTLİS;ADİLCEVAZ;Yukarı Süphan Ortaokulu
BİTLİS;AHLAT;Abdurrahmangazi İlkokulu
BİTLİS;AHLAT;Ahlat Bilim ve Sanat Merkezi
BİTLİS;AHLAT;Ahlat Ergezen Anaokulu
BİTLİS;AHLAT;Ahlat Halk Eğitimi Merkezi
BİTLİS;AHLAT;Ahlat Mesleki Eğitim Merkezi
BİTLİS;AHLAT;Ahlat Mesleki ve Teknik Anadolu Lisesi
BİTLİS;AHLAT;Ahlat Ortaokulu
BİTLİS;AHLAT;Ahlat Ovakışla Anaokulu
BİTLİS;AHLAT;Ahlat Saadet Ayber Özel Eğitim Uygulama Okulu I. Kademe
BİTLİS;AHLAT;Ahlat Saadet Ayber Özel Eğitim Uygulama Okulu II. Kademe
BİTLİS;AHLAT;Ahlat Selçuklu Fen Lisesi
BİTLİS;AHLAT;Ahlat Selçuklu Öğretmenevi ve Akşam Sanat Okulu
BİTLİS;AHLAT;Alakır İlkokulu
BİTLİS;AHLAT;Alakır Ortaokulu
BİTLİS;AHLAT;Ali Ayber Anadolu Lisesi
BİTLİS;AHLAT;Alpaslan Ortaokulu
BİTLİS;AHLAT;Atatürk İlkokulu
BİTLİS;AHLAT;Atatürk Ortaokulu
BİTLİS;AHLAT;Bayındır İlkokulu
BİTLİS;AHLAT;Bayındır Ortaokulu
BİTLİS;AHLAT;Burcukaya İlkokulu
BİTLİS;AHLAT;Cemalettin İlkokulu
BİTLİS;AHLAT;Çağrı Bey İlkokulu
BİTLİS;AHLAT;Çağrı Bey Ortaokulu
BİTLİS;AHLAT;Develik İlkokulu
BİTLİS;AHLAT;Dilburnu İlkokulu
BİTLİS;AHLAT;Ergezen İlkokulu
BİTLİS;AHLAT;Ergezen Ortaokulu
BİTLİS;AHLAT;Ertuğrul Gazi Ortaokulu
BİTLİS;AHLAT;Erzen Hatun Kız Anadolu İmam Hatip Lisesi
BİTLİS;AHLAT;Fatih İlkokulu
BİTLİS;AHLAT;Gölgören İlkokulu
BİTLİS;AHLAT;Güzelsu İlkokulu
BİTLİS;AHLAT;Güzelsu Ortaokulu
BİTLİS;AHLAT;Hayme Hatun Anaokulu
BİTLİS;AHLAT;Kanuni İlkokulu
BİTLİS;AHLAT;Kınalıkoç İlkokulu
BİTLİS;AHLAT;Kırk Kardeş Anaokulu
BİTLİS;AHLAT;Kuşhane İlkokulu
BİTLİS;AHLAT;Muzaffer İncesu Ortaokulu
BİTLİS;AHLAT;Nazik İlkokulu
BİTLİS;AHLAT;Otluyazı İlkokulu
BİTLİS;AHLAT;Otluyazı Ortaokulu
BİTLİS;AHLAT;Ovakışla Anadolu Lisesi
BİTLİS;AHLAT;Ovakışla Cumhuriyet İlkokulu
BİTLİS;AHLAT;Ovakışla Cumhuriyet Ortaokulu
BİTLİS;AHLAT;OVAKIŞLA IMKB İLKOKULU
BİTLİS;AHLAT;Ovakışla İlkokulu
BİTLİS;AHLAT;Ovakışla İmam Hatip Ortaokulu
BİTLİS;AHLAT;Ovakışla İMKB Yatılı Bölge Ortaokulu
BİTLİS;AHLAT;Ovakışla Ortaokulu
BİTLİS;AHLAT;Sadullah Gencer Anadolu Lisesi
BİTLİS;AHLAT;Saka İlkokulu
BİTLİS;AHLAT;Selçuklu İlkokulu
BİTLİS;AHLAT;Selçuklu Ortaokulu
BİTLİS;AHLAT;Serinbayır İlkokulu
BİTLİS;AHLAT;Seyrantepe İlkokulu
BİTLİS;AHLAT;Soğanlı İlkokulu
BİTLİS;AHLAT;Şehit Erdoğan Gökbulak Anaokulu
BİTLİS;AHLAT;Şehit Erdoğan Gökbulak İlkokulu
BİTLİS;AHLAT;Şehit Erdoğan Gökbulak Ortaokulu
BİTLİS;AHLAT;Şehit Eren Öztürk İlkokulu
BİTLİS;AHLAT;Şehit Eren Öztürk Ortaokulu
BİTLİS;AHLAT;Şehit Halit Topuz İlkokulu
BİTLİS;AHLAT;Şehit Mesut Ardıç Anadolu İmam Hatip Lisesi
BİTLİS;AHLAT;Şehit Murat SARIGÜL İmam Hatip Ortaokulu
BİTLİS;AHLAT;Şehit Sümmani Görgen Ortaokulu
BİTLİS;AHLAT;Taş Harman Köyü Şehit Piyade Er Erin Kaya İlkokulu
BİTLİS;AHLAT;Taş Harman Köyü Şehit Piyade Er Erin Kaya Ortaokulu
BİTLİS;AHLAT;Tuğrul Bey İlkokulu
BİTLİS;AHLAT;Vakıfbank İlkokulu
BİTLİS;AHLAT;Yatılı Bölge Ortaokulu
BİTLİS;AHLAT;Yeni Köprü Ortaokulu
BİTLİS;AHLAT;Yeniköprü İlkokulu
BİTLİS;AHLAT;Yoğurtyemez İlkokulu
BİTLİS;AHLAT;Yunus Ensari İlkokulu
BİTLİS;AHLAT;Yunus Ensari Ortaokulu
BİTLİS;AHLAT;Yuvadamı İlkokulu
BİTLİS;GÜROYMAK;100. Yıl İlkokulu
BİTLİS;GÜROYMAK;100. Yıl Ortaokulu
BİTLİS;GÜROYMAK;19 Mayıs İlkokulu
BİTLİS;GÜROYMAK;19 Mayıs Ortaokulu
BİTLİS;GÜROYMAK;Adnan Menderes İlkokulu
BİTLİS;GÜROYMAK;Adnan Menderes Ortaokulu
BİTLİS;GÜROYMAK;Ahmet Mücteba Albayrak İlkokulu
BİTLİS;GÜROYMAK;Akşemseddin İlkokulu
BİTLİS;GÜROYMAK;Arpacık İlkokulu
BİTLİS;GÜROYMAK;Arpacık Köyü Konak Mezrası İlkokulu
BİTLİS;GÜROYMAK;Atatürk İlkokulu
BİTLİS;GÜROYMAK;Atatürk Ortaokulu
BİTLİS;GÜROYMAK;Çallı Köyü İlkokulu
BİTLİS;GÜROYMAK;Çayarası İlkokulu
BİTLİS;GÜROYMAK;Çayarası Köyü Akbulut Mezrası İlkokulu
BİTLİS;GÜROYMAK;Çıtak İlkokulu
BİTLİS;GÜROYMAK;DEĞİRMEN KÖYÜ ANAOKULU
BİTLİS;GÜROYMAK;Değirmenköy İlkokulu
BİTLİS;GÜROYMAK;Değirmenköy Ortaokulu
BİTLİS;GÜROYMAK;Değirmenköyü Köşk Merzası İlkokulu
BİTLİS;GÜROYMAK;Fatih İlkokulu
BİTLİS;GÜROYMAK;Fatih Ortaokulu
BİTLİS;GÜROYMAK;Gedikpınar İlkokulu
BİTLİS;GÜROYMAK;Gedikpınar Köyü Keklik Tepe Mezrası İlkokulu
BİTLİS;GÜROYMAK;Gölbaşı Anaokulu
BİTLİS;GÜROYMAK;Gölbaşı Cumhuriyet Yatılı Bölge Ortaokulu
BİTLİS;GÜROYMAK;Gölbaşı İlkokulu
BİTLİS;GÜROYMAK;Gölbaşı İmam Hatip Ortaokulu
BİTLİS;GÜROYMAK;Gölbaşı Ortaokulu
BİTLİS;GÜROYMAK;Gölbaşı Sevgili Öğretmenim Anaokulu
BİTLİS;GÜROYMAK;Gölbaşı Sıcaksu İlkokulu
BİTLİS;GÜROYMAK;Günkırı Anaokulu
BİTLİS;GÜROYMAK;Günkırı İlkokulu
BİTLİS;GÜROYMAK;Günkırı İmam Hatip Ortaokulu
BİTLİS;GÜROYMAK;Günkırı Ortaokulu
BİTLİS;GÜROYMAK;Güroymak Anadolu Lisesi
BİTLİS;GÜROYMAK;Güroymak Anaokulu
BİTLİS;GÜROYMAK;Güroymak Borsa İstanbul Anadolu Lisesi
BİTLİS;GÜROYMAK;Güroymak Halk Eğitimi Merkezi
BİTLİS;GÜROYMAK;Güroymak İlkokulu
BİTLİS;GÜROYMAK;Güroymak İmam Hatip Ortaokulu
BİTLİS;GÜROYMAK;Güroymak Mesleki Eğitim Merkezi
BİTLİS;GÜROYMAK;Güroymak Mesleki ve Teknik Anadolu Lisesi
BİTLİS;GÜROYMAK;Güroymak Mutlu Anaokulu
BİTLİS;GÜROYMAK;Güroymak Ortaokulu
BİTLİS;GÜROYMAK;Güroymak Öğretmenevi ve Akşam Sanat Okulu
BİTLİS;GÜROYMAK;Güroymak Özel Eğitim Anaokulu
BİTLİS;GÜROYMAK;Güroymak Salih Özmen Özel Eğitim Uygulama I. Kademe
BİTLİS;GÜROYMAK;Güroymak Salih Özmen Özel Eğitim Uygulama II. Kademe
BİTLİS;GÜROYMAK;Güroymak Salih Özmen Özel Eğitim Uygulama Okulu III. Kademe
BİTLİS;GÜROYMAK;Güroymak Selahaddin Eyyubi Anadolu İmam Hatip Lisesi
BİTLİS;GÜROYMAK;Güroymak Selahattin Rahime Dur Kiz Anadolu İmam Hatip Lisesi
BİTLİS;GÜROYMAK;Güroymak Sevgi Anaokulu
BİTLİS;GÜROYMAK;Güroymak Yatılı Bölge Ortaokulu
BİTLİS;GÜROYMAK;Güzelli İlkokulu
BİTLİS;GÜROYMAK;Güzelli Ortaokulu
BİTLİS;GÜROYMAK;İpekyolu Kız Mesleki ve Teknik Anadolu Lisesi
BİTLİS;GÜROYMAK;Kaleli İlkokulu
BİTLİS;GÜROYMAK;Kavunlu İlkokulu
BİTLİS;GÜROYMAK;Kazım Karabekir İlkokulu
BİTLİS;GÜROYMAK;Kazım Karabekir Ortaokulu
BİTLİS;GÜROYMAK;Kekliktepe İlkokulu
BİTLİS;GÜROYMAK;Kuştaşı İlkokulu
BİTLİS;GÜROYMAK;Mehmet Akif İlkokulu
BİTLİS;GÜROYMAK;Mehmet Akif Ortaokulu
BİTLİS;GÜROYMAK;Mevlana İlkokulu
BİTLİS;GÜROYMAK;Oduncular İlkokulu
BİTLİS;GÜROYMAK;Oduncular Köyü Ortaokulu
BİTLİS;GÜROYMAK;Özkavak İlkokulu
BİTLİS;GÜROYMAK;Özkavak Köyü Ortaokulu
BİTLİS;GÜROYMAK;Saklı İlkokulu
BİTLİS;GÜROYMAK;Saklı Köyü Işıklı Mezrası İlkokulu
BİTLİS;GÜROYMAK;Saklı Köyü Ortaokulu
BİTLİS;GÜROYMAK;Sütderesi İlkokulu
BİTLİS;GÜROYMAK;Şehit Er Fevzi Güngür İlkokulu
BİTLİS;GÜROYMAK;Şehit Er Fevzi Güngür Ortaokulu
BİTLİS;GÜROYMAK;Şehit Er Mahfuz Urut İlkokulu
BİTLİS;GÜROYMAK;Şehit Er Mahfuz Urut Ortaokulu
BİTLİS;GÜROYMAK;Şehit Güven Kurtulmuş İlkokulu
BİTLİS;GÜROYMAK;Şehit Piyade Uzman Çavuş Şahin ASLAN İlkokulu
BİTLİS;GÜROYMAK;Şehit Piyade Uzman Çavuş Şahin ASLAN Ortaokulu
BİTLİS;GÜROYMAK;Tahtalı İlkokulu
BİTLİS;GÜROYMAK;Taşüstü İlkokulu
BİTLİS;GÜROYMAK;Taşüstü Ortaokulu
BİTLİS;GÜROYMAK;Turgut Özal İlkokulu
BİTLİS;GÜROYMAK;Turgut Özal Ortaokulu
BİTLİS;GÜROYMAK;Umut Anaokulu
BİTLİS;GÜROYMAK;Üzümveren Köyü İlkokulu
BİTLİS;GÜROYMAK;YAMAÇ KÖYÜ ŞEHIT ER ETHEM ÖZTÜRK ORTAOKULU
BİTLİS;GÜROYMAK;Yamaç Köyü Şehit Er Ethem Öztürk İlkokulu
BİTLİS;GÜROYMAK;Yayladere Mahallesi 23 Nisan İlkokulu
BİTLİS;GÜROYMAK;Yazıkonak İlkokulu
BİTLİS;GÜROYMAK;Yemişveren İlkokulu
BİTLİS;GÜROYMAK;Yemişveren Köyü Ortaokulu
BİTLİS;GÜROYMAK;Yukarı Kolbaşı İlkokulu
BİTLİS;GÜROYMAK;Yunus Emre İlkokulu
BİTLİS;GÜROYMAK;Yunus Emre Ortaokulu
BİTLİS;HİZAN; Dibekli Köyü İlkokulu
BİTLİS;HİZAN;75. YIL ABİDİN İNAN GAYDALI İLKOKULU
BİTLİS;HİZAN;75.Yıl İMKB Abidin İnan Gaydalı Kız Yatılı Bölge Ortaokulu
BİTLİS;HİZAN;Abidin İnan Gaydalı İmam Hatip Ortaokulu
BİTLİS;HİZAN;Ağılözü İlkokulu
BİTLİS;HİZAN;Akbıyık İlkokulu
BİTLİS;HİZAN;Akçevre İlkokulu
BİTLİS;HİZAN;Akdik Köyü İlkokulu
BİTLİS;HİZAN;Akşar Köyü İlkokulu
BİTLİS;HİZAN;Aladana İlkokulu
BİTLİS;HİZAN;Alancık Mezrası İlkokulu
BİTLİS;HİZAN;Altınoluk İlkokulu
BİTLİS;HİZAN;Altınoluk-Gökçimen Ortaokulu
BİTLİS;HİZAN;Aşağı Kazanlı İlkokulu
BİTLİS;HİZAN;Ayrancı Mezrası İlkokulu
BİTLİS;HİZAN;Bağbaşı Mezrası İlkokulu
BİTLİS;HİZAN;Bahçelievler İmam Hatip Ortaokulu
BİTLİS;HİZAN;Ballı İlkokulu
BİTLİS;HİZAN;Ballı Ortaokulu
BİTLİS;HİZAN;Ballıca Köyü İlkokulu
BİTLİS;HİZAN;Ballıca Köyü Yukarıaksüt Mezrası İlkokulu
BİTLİS;HİZAN;Başkent Üniversitesi İlkokulu
BİTLİS;HİZAN;Başkent Üniversitesi Ortaokulu
BİTLİS;HİZAN;Bozpınar Köyü İlkokulu
BİTLİS;HİZAN;Bozpınar Köyü Ölçülü Mezrası İlkokulu
BİTLİS;HİZAN;Bölüklü Köyü İlkokulu
BİTLİS;HİZAN;Budaklı Köyü İlkokulu
BİTLİS;HİZAN;Cumhuriyet İlkokulu
BİTLİS;HİZAN;Çalışkanlar Köyü İlkokulu
BİTLİS;HİZAN;Çavuşlar Köyü İlkokulu
BİTLİS;HİZAN;Çayır Köyü İlkokulu
BİTLİS;HİZAN;Çayırlı Mezrası İlkokulu
BİTLİS;HİZAN;Çevrecik Mezrası İlkokulu
BİTLİS;HİZAN;Çökekyazı İlkokulu
BİTLİS;HİZAN;Çökekyazı Ortaokulu
BİTLİS;HİZAN;Dayılar Köyü İlkokulu
BİTLİS;HİZAN;Derince Köyü İlkokulu
BİTLİS;HİZAN;Döküktaş Köyü İlkokulu
BİTLİS;HİZAN;Döküktaş Köyü Topluca Mezrası İlkokulu
BİTLİS;HİZAN;Düztepe İlkokulu
BİTLİS;HİZAN;Ekinli Köyü Deliklitaş Mezrası İlkokulu
BİTLİS;HİZAN;Ekinli Köyü İlkokulu
BİTLİS;HİZAN;Ekintepe Köyü İlkokulu
BİTLİS;HİZAN;Elmacık Köyü Elmalı Mezrası İlkokulu
BİTLİS;HİZAN;Elmacık Köyü İlkokulu
BİTLİS;HİZAN;Erencik Köyü İlkokulu
BİTLİS;HİZAN;Esenler Köyü Bayır Mezrası İlkokulu
BİTLİS;HİZAN;Esenler Köyü İlkokulu
BİTLİS;HİZAN;Esenler Köyü Otluca Mezrası İlkokulu
BİTLİS;HİZAN;Gavsı Hizan İlkokulu
BİTLİS;HİZAN;Gökay Köyü İlkokulu
BİTLİS;HİZAN;Gökay Köyü Varkan Mezrası İlkokulu
BİTLİS;HİZAN;Gökçimen İlkokulu
BİTLİS;HİZAN;Göktepe Köyü İlkokulu
BİTLİS;HİZAN;Gönüllü Köyü İlkokulu
BİTLİS;HİZAN;Görece Köyü İlkokulu
BİTLİS;HİZAN;Göze Mezrası İlkokulu
BİTLİS;HİZAN;Güvendik Mezrası İlkokulu
BİTLİS;HİZAN;Hacı Mehmet Köyü İlkokulu
BİTLİS;HİZAN;Harmandöven Köyü İlkokulu
BİTLİS;HİZAN;Hizan 80. Yıl Anaokulu
BİTLİS;HİZAN;Hizan Halk Eğitimi Merkezi
BİTLİS;HİZAN;HİZAN İLKOKULU
BİTLİS;HİZAN;Hizan İmam Hatip Ortaokulu
BİTLİS;HİZAN;Hizan Kadir Has Anadolu Lisesi
BİTLİS;HİZAN;Hizan Kız Anadolu İmam Hatip Lisesi
BİTLİS;HİZAN;Hizan Kız Anadolu Lisesi
BİTLİS;HİZAN;Hizan Merkez Ortaokulu
BİTLİS;HİZAN;Hizan Mesleki ve Teknik Anadolu Lisesi
BİTLİS;HİZAN;Hizan Öğretmenevi ve Akşam Sanat Okulu
BİTLİS;HİZAN;Hizan Said Nursi Anadolu İmam Hatip Lisesi
BİTLİS;HİZAN;Horoz Dere Köyü Akbaş Mezrası İlkokulu
BİTLİS;HİZAN;Horozdere İlkokulu
BİTLİS;HİZAN;Horozdere Ortaokulu
BİTLİS;HİZAN;İçlikaval Köyü İlkokulu
BİTLİS;HİZAN;İstiklal Ortaokulu
BİTLİS;HİZAN;Kalkanlı Köyü İlkokulu
BİTLİS;HİZAN;Kalkanlı Köyü Ortaokulu
BİTLİS;HİZAN;Kapısuyu Köyü İlkokulu
BİTLİS;HİZAN;Karaağaç Köyü İlkokulu
BİTLİS;HİZAN;Karakoyun Mezrası İlkokulu
BİTLİS;HİZAN;Karasu Yatılı Bölge Ortaokulu
BİTLİS;HİZAN;Karbastı Köyü Avlak Mezrası İlkokulu
BİTLİS;HİZAN;Karbastı Köyü İlkokulu
BİTLİS;HİZAN;Karbastı Köyü Koç Mezrası İlkokulu
BİTLİS;HİZAN;Karbastı Köyü Taş Mezrası İlkokulu
BİTLİS;HİZAN;Karlıtepe Köyü İlkokulu
BİTLİS;HİZAN;Kayaş  İlkokulu
BİTLİS;HİZAN;Kayaş Ortaokulu
BİTLİS;HİZAN;Keklik Köyü İlkokulu
BİTLİS;HİZAN;Kilimli Mezrası İlkokulu
BİTLİS;HİZAN;Klavuz Mezrası İlkokulu
BİTLİS;HİZAN;Koçlu Köyü İlkokulu
BİTLİS;HİZAN;Koçyiğit Köyü İlkokulu
BİTLİS;HİZAN;Kolludere İlkokulu
BİTLİS;HİZAN;Kolludere Ortaokulu
BİTLİS;HİZAN;Koyunlu Köyü İlkokulu
BİTLİS;HİZAN;Mehmet Akif Ersoy İlkokulu
BİTLİS;HİZAN;Mehmet Akif Ersoy Ortaokulu
BİTLİS;HİZAN;Meydan Köyü İlkokulu
BİTLİS;HİZAN;Nuh Köyü İlkokulu
BİTLİS;HİZAN;Nurs İlkokulu
BİTLİS;HİZAN;Nurs Ortaokulu
BİTLİS;HİZAN;Ortaca Köyü İlkokulu
BİTLİS;HİZAN;Otlu Köyü İlkokulu
BİTLİS;HİZAN;Oymapınar Köyü İlkokulu
BİTLİS;HİZAN;Sağınlı Kamran İnan İmam Hatip Ortaokulu
BİTLİS;HİZAN;Sağınlı Kamran İnan Yatılı Bölge Ortaokulu
BİTLİS;HİZAN;SAĞINLI KÖYÜ İLKOKULU
BİTLİS;HİZAN;Sağırkaya Köyü Akçakonak Mezrası İlkokulu
BİTLİS;HİZAN;Sağırkaya Köyü İlkokulu
BİTLİS;HİZAN;Samanyolu Mezrası İlkokulu
BİTLİS;HİZAN;Sarıtaş Köyü İlkokulu
BİTLİS;HİZAN;Sarıtaş Köyü Özenli Mezrası İlkokulu
BİTLİS;HİZAN;Sarpkaya Köyü İlkokulu
BİTLİS;HİZAN;Sarpkaya Köyü Mut Mezrası İlkokulu
BİTLİS;HİZAN;Soğuksu Köyü İlkokulu
BİTLİS;HİZAN;Sürücüler Köyü İlkokulu
BİTLİS;HİZAN;Süttaşı İlkokulu
BİTLİS;HİZAN;Süttaşı Ortaokulu
BİTLİS;HİZAN;Şht.Öğrt. A. Nafiz Özbağrıaçık İlkokulu
BİTLİS;HİZAN;Şht.Öğrt. A. Nafiz Özbağrıaçık Ortaokulu
BİTLİS;HİZAN;Tutumlu Köyü İlkokulu
BİTLİS;HİZAN;Uzuntaş Köyü İlkokulu
BİTLİS;HİZAN;Ürünveren Köyü Mehmetçik İlkokulu
BİTLİS;HİZAN;Ürünveren Köyü Tuğlu Mezrası İlkokulu
BİTLİS;HİZAN;Ürünveren Köyü Yapağı Mezrası İlkokulu
BİTLİS;HİZAN;Yamaç Mezrası İlkokulu
BİTLİS;HİZAN;Yazmalı Mezrası İlkokulu
BİTLİS;HİZAN;Yedikardeş İlkokulu
BİTLİS;HİZAN;Yemişli İlkokulu
BİTLİS;HİZAN;Yenicik Köyü İlkokulu
BİTLİS;HİZAN;Yeşilova İmam Hatip Ortaokulu
BİTLİS;HİZAN;Yığınkaya Köyü İlkokulu
BİTLİS;HİZAN;Yığınkaya Köyü Kardeşlik İlkokulu
BİTLİS;HİZAN;Yoğurtlu Köyü İlkokulu
BİTLİS;HİZAN;Yukarı Ayvacık Köyü İlkokulu
BİTLİS;HİZAN;YUKARIAYVACIK KÖYÜ YAYLALI MEZRASI İLKOKULU
BİTLİS;HİZAN;Yukarıçallı Köyü İlkokulu
BİTLİS;HİZAN;Yunus Emre Anaokulu
BİTLİS;MERKEZ;100. Yıl Atatürk Ortaokulu
BİTLİS;MERKEZ;13 Kasım Atatürk Anaokulu
BİTLİS;MERKEZ;75. Yıl Cumhuriyet İlkokulu
BİTLİS;MERKEZ;75. Yıl Cumhuriyet Ortaokulu
BİTLİS;MERKEZ;75.Yıl Anaokulu
BİTLİS;MERKEZ;8 Ağustos Ortaokulu
BİTLİS;MERKEZ;8 Ağustos Şehit Metin Özdemir İlkokulu
BİTLİS;MERKEZ;Abdülhamid Han İmam Hatip  Ortaokulu
BİTLİS;MERKEZ;Adnan Menderes Ortaokulu
BİTLİS;MERKEZ;Ahmet Eren Özel Eğitim Meslek Okulu
BİTLİS;MERKEZ;Ahmet Eren Özel Eğitim Uygulama Okulu I. Kademe
BİTLİS;MERKEZ;Ahmet Eren Özel Eğitim Uygulama Okulu II. Kademe
BİTLİS;MERKEZ;Ahmet Eren Özel Eğitim Uygulama Okulu III. Kademe
BİTLİS;MERKEZ;Alaniçi Köyü İlkokulu
BİTLİS;MERKEZ;Alaniçi Köyü Yenice Mezrası İlkokulu
BİTLİS;MERKEZ;Arıdağ Köyü Ortaokulu
BİTLİS;MERKEZ;Arıdağı Köyü Şehit Sedat Aktaş İlkokulu
BİTLİS;MERKEZ;Aşağıkaraboy Köyü İlkokulu
BİTLİS;MERKEZ;Başmaklı Köyü İlkokulu
BİTLİS;MERKEZ;Bayramalan Köyü İlkokulu
BİTLİS;MERKEZ;Beş Minare Anaokulu
BİTLİS;MERKEZ;Bitlis Ahmet Eren Bilim ve Sanat Merkezi
BİTLİS;MERKEZ;Bitlis Anadolu Lisesi
